,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
0,고객,カイテウヒオテオチですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すべきですか？ カカオトークに投稿してはいけませんか？,"Kaiteuheeoteochi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",カイテウヒオテオチ|상호,매장_혜택
0,고객,ピティータイムですか？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけでいいですか？カカオトークに投稿してもいいですか？,"PiTeaTime, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ピティータイム|상호,매장_혜택
0,고객,ウルジョクですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのですか？カカオトークには投稿してもいいですか？,"Euljiok, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ウルジョク|상호,매장_혜택
0,고객,79TheLabですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけでいいですか？ KakaoTalkに投稿してもいいですか？,"79TheLab, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",79TheLab|상호,매장_혜택
0,고객,リュオナレウヘオですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのでしょうか？ カカオトークに投稿してもいいんですか？,"Reuonareuheeo, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",リュオナレウヘオ|상호,매장_혜택
0,고객,ミノルですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいの？ KakaoTalkには投稿できないの？,"Minoru, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ミノル|상호,매장_혜택
0,고객,エインチップですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"Aeinjip, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",エインチップ|상호,매장_혜택
0,고객,イトゥエボリバプスイッダンですか？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？ KakaoTalkに投稿してはいけないですか？,"Yeboribapsikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",エボリバプスイッダン|상호,매장_혜택
0,고객,"ON,ONCOFFEEですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいですか？KakaoTalkに投稿してはいけませんか？', ","ON,ONCOFFEE, 이벤트, 사진, 페이스북, 인스타, 카카오스토리","ON,ONCOFFEE|상호",매장_혜택
0,고객,ミニマムロッテバックワジョムウルサンジョムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿するべきですか？カカオトークには投稿できませんか？,"MinimeomLotteBaekhwajeomUlsanjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ミニマムロッテバックワジョムウルサンジョム|상호,매장_혜택
0,고객,コンナムルアガシですよね？ このイベントの写真を撮影してFacebookやInstagramに投稿するだけですか？カカオトークにも投稿できないですか？,"KongnamulAgassi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",コンナムルアガシ|상호,매장_혜택
0,고객,ヴィタキトキムパプですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すべきですか？カカオトークには投稿できませんか？,"VitaKitoGimbap, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ヴィタキトキムパプ|상호,매장_혜택
0,고객,ヒョマビョプサですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいの？カカオトークには投稿できないの？,"Heeomabeopsa, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ヒョマビョプサ|상호,매장_혜택
0,고객,ビョデュッレですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけでいいですか？カカオトークには投稿できないんですか？,"Beodeullae, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ビョデュッレ|상호,매장_혜택
0,고객,ガマソトオリですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿するべきですか？ カカオトークに投稿してもいいですか？,"GamasotOri, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ガマソトオリ|상호,매장_혜택
0,고객,タップテンバランスエマートピョンチョン店ですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいのでしょうか？カカオトークに投稿することはできませんか？,"TaptenBalanceEmartPyeongchonjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",タップテンバランスエマートピョンチョン店|상호,매장_혜택
0,고객,ビョルチョンジヒャンゴソンゴですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのでしょうか？ KakaoTalkに投稿してはいけませんか？,"Byeolcheonjihyangeosongeo, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ビョルチョンジヒャンゴソンゴ|상호,매장_혜택
0,고객,"ナムドサンガグナエシカンですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークに投稿することはできませんか？', ","NamdosanggagunaeSikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ナムドサンガグナエシカン|상호,매장_혜택
0,고객,レイコーステスポーツシンセギバエクワジョムダグジョムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークで公開してもいいですか？,"RaCourseTeSportsSinsegyebaekhwajeomdaegujeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",レイコーステスポーツシンセギバエクワジョムダグジョム|상호,매장_혜택
0,고객,グリーンビン버ッジライブハウスですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？ カカオトークには投稿できませんか？,"GreenBinbeojjiLiveHouse, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",グリーンビンバッジライブハウス|상호,매장_혜택
0,고객,オションチャムチホエですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいですか？カカオトークに投稿することはできませんか？,"OsyeonChamchihoe, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",オションチャムチホエ|상호,매장_혜택
0,고객,グラスボックスレンジュミジャクジョンジョムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークに投稿してもいいですか？,"GlassBoxRenjeumiJakjeonjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",グラスボックスレンジュミジャクジョンジョム|상호,매장_혜택
0,고객,ハルマエジョッパジプですよね？ このイベントの写真を撮影してFacebookやInstagramに投稿するだけでいいですか？カカオトークに投稿してはいけませんか？,"HalmaeJokbalJip, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ハルマエジョッパジプ|상호,매장_혜택
0,고객,ポトスチュディオイェリムですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すべきですか？カカオトークには投稿できませんか？,"PotoStewDioYerim, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ポトスチュディオイェリム|상호,매장_혜택
0,고객,25シャンピョンヘジャングクですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいですか？KakaoTalkには投稿できませんか？,"25SiyangpyeongHaejangguk, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",25シャンピョンヘジャングク|상호,매장_혜택
0,고객,モンッゴヤンダリですよね？ このイベントの写真だけ撮ってFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できないですか？,"Monggoyangdari, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",モンッゴヤンダリ|상호,매장_혜택
0,고객,ムジゲドンッカスですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいのでしょうか？ カカオトークには投稿できませんか？,"MujigaeDonkkaseu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ムジゲドンッカス|상호,매장_혜택
0,고객,アイッポットですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいの？ カカオトークには投稿できないの？,"Aippotto, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",アイッポット|상호,매장_혜택
0,고객,シンデジグラウンド3ですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのですか？カカオトークに投稿してはいけないのですか？,"Sindaejiguraundeu3, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",シンデジグラウンド3|상호,매장_혜택
0,고객,ロエムゴルジュンチュンジャンジョムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"Roemgeoljeuncchungjangjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ロエムゴルジュンチュンジャンジョム|상호,매장_혜택
0,고객,ドマルですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいんですか？カカオトークには投稿できませんか？,"Domaru, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ドマル|상호,매장_혜택
0,고객,カフェリコですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できないのですか？,"CAFERICO, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",カフェリコ|상호,매장_혜택
0,고객,ピュランソラミックですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけですか？カカオトークに投稿してはいけませんか？,"Peurangseramik, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ピュランソラミック|상호,매장_혜택
0,고객,カフェツリーですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいのですか？ カカオトークにも投稿できないのですか？,"cafeTREE, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",カフェツリー|상호,매장_혜택
0,고객,ミニドゥーベベですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいの？カカオトークには投稿できないの？,"Minideubebe, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ミニドゥーベベ|상호,매장_혜택
0,고객,ビーンズファクトリーですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークに投稿してはいけませんか？,"BeansFactory, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ビーンズファクトリー|상호,매장_혜택
0,고객,ゲルーピチスチュディオですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークには投稿できませんか？,"GeullouPitiStewDio, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ゲルーピチスチュディオ|상호,매장_혜택
0,고객,メイクイットニール＆ソンヌンソップですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいの？ KakaoTalkには投稿できないの？,"MakeItNeil&Songnunsseop, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",メイクイットニール＆ソンヌンソップ|상호,매장_혜택
0,고객,トレビエオですよね? このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいの？カカオトークには投稿できないの？,"TreviEo, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",トレビエオ|상호,매장_혜택
0,고객,ミルゴッカンですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのかな？KakaoTalkには投稿できないの？,"Millgokkan, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ミルゴッカン|상호,매장_혜택
0,고객,マウンテンバーガーですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"MountainBurger, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",マウンテンバーガー|상호,매장_혜택
0,고객,ユジンムングゥワングですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？ KakaoTalkに投稿してもいいですか？,"Yujinmunguwangu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ユジンムングゥワング|상호,매장_혜택
0,고객,ミファロマですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいのでしょうか？ KakaoTalkには投稿できませんか？,"Mihwaaroma, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ミファロマ|상호,매장_혜택
0,고객,ヘヤンソジョムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればよいですか？カカオトークで投稿することはできませんか？,"Haeyangseojeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ヘヤンソジョム|상호,매장_혜택
0,고객,グムドン抹茶ですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークに投稿してはいけませんか？,"GeumdongMacha, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",グムドン抹茶|상호,매장_혜택
0,고객,AndreaAkasaですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのですか？ KakaoTalkに投稿してもいいですか？,"AndreaAkasa, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",AndreaAkasa|상호,매장_혜택
0,고객,ゴンミョンオックですよね？ このイベントの写真を撮影してFacebookやInstagramに投稿するだけでいいですか？カカオトークに投稿してもいいんですか？,"Gommyeonok, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ゴンミョンオック|상호,매장_혜택
0,고객,バンナムスンデグクバプですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿するべきですか？カカオトークには投稿できないのですか？,"BaengnamSundaeGukbap, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",バンナムスンデグクバプ|상호,매장_혜택
0,고객,マッジャラングピョンヘジャンクですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけでいいの？ KakaoTalkに投稿してはいけないの？,"MatjarangyangpyeongHaejangguk, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",マッジャランングピョンヘジャンク|상호,매장_혜택
0,고객,ゴソックチョンハンバンミンムルジャンゴゥイですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークに投稿してもいいですか？,"GoseokjeonghanbangMinmulJangeoGui, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ゴソックチョンハンバンミンムルジャンゴゥイ|상호,매장_혜택
0,고객,エルブールスですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すれば良いですか？ カカオトークには投稿できませんか？,"Elbeulleseu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",エルブールス|상호,매장_혜택
0,고객,カンズキッチンですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークには投稿できませんか？,"Kang'sKitchen, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",カンズキッチン|상호,매장_혜택
0,고객,Bskwoodworksですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？カカオトーク에は投稿できないんですか？,"Bskwoodworks, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Bskwoodworks|상호,매장_혜택
0,고객,オクダンホエグワンですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークに投稿してもいいですか？,"Okdanghoegwan, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",オクダンホエグワン|상호,매장_혜택
0,고객,ッケオックジェビチョジャンチョジップスウォンホマエシルジョム１ですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけですか？ KakaoTalkに投稿してはいけないですか？,"KkeokkujaebichojangjipSuwonhomaesiljeom1, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ッケオックジェビチョジャンチョジップスウォンホマエシルジョム１|상호,매장_혜택
0,고객,ヘランガンヤンコッチですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"Haerangangyangkkochi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ヘランガンヤンコッチ|상호,매장_혜택
0,고객,ウィジョン部文化事務所ですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけですか？カカオトークには投稿できませんか？,"Uijeongbumunhwajaedan, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ウィジョン部文化事務所|상호,매장_혜택
0,고객,チョンジヨンジジルバンマエジョムですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけですか？カカオトークに投稿できないのですか？,"Cheonjiyeonjjimjilbangmaejeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",チョンジヨンジジルバンマエジョム|상호,매장_혜택
0,고객,"モーニンググローリーじゅんにむじょう, でしょう？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？カカオトークに投稿してもいいですか？","MorningGloryJungnimjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",モーニンググローリーじゅんにむじょう|상호,매장_혜택
0,고객,デオルミですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいんですか？カカオトークには投稿できないんですか？,"Deorumi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",デオルミ|상호,매장_혜택
0,고객,ミジンチュクサンビョンチョンジョムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのでしょうか？カカオトークに投稿してはいけないんですか？,"Mijinchuksanbyeongcheonjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ミジンチュクサンビョンチョンジョム|상호,매장_혜택
0,고객,ミョンガスン두부ですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいのですか？カカオトークには投稿できませんか？,"Myeonggasundubu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ミョンガスン두부|상호,매장_혜택
0,고객,ダルボドゥル13ですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークには投稿できませんか？,"Dalbodeure13, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ダルボドゥル13|상호,매장_혜택
0,고객,パルパルシルビ食堂ですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークに投稿してもいいですか？,"PalpalsilbiSikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",パルパルシルビ食堂|상호,매장_혜택
0,고객,ギャンナンマテウですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"Gangnammateu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ギャンナンマテウ|상호,매장_혜택
0,고객,ジュダンゴルモクサンホですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいんですか？ カカオトークには投稿できないのですか？,"Judanggolmoksanghoe, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ジュダンゴルモクサンホ|상호,매장_혜택
0,고객,シャブマキシムですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿したらいいですか？カカオトークには投稿できませんか？,"ShabuMaksim, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",シャブマキシム|상호,매장_혜택
0,고객,モモハウスですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"MomoHouse, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",モモハウス|상호,매장_혜택
0,고객,ボクブミガですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのかな？ カカオトークに投稿してもいいですか？,"Bokbumiga, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ボクブミガ|상호,매장_혜택
0,고객,トウボックススターフィールドプチョンジョムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿したらいいですか？カカオトークには投稿できませんか？,"ToeBoxStarfieldBucheonjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",トウボックススターフィールドプチョンジョム|상호,매장_혜택
0,고객,ムニョソウイミップムチャンですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿するべきですか？カカオトークに投稿してはいけないのですか？,"MunyeosauiMippeumchan, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ムニョソウイミップムチャン|상호,매장_혜택
0,고객,サムシケアクプラザグァンミョンジョムですよね？ このイベントの写真を撮影してFacebookやInstagramに投稿してもいいですか？ KakaoTalkに投稿してはいけませんか？,"SsaemsikeuAkPlazaGwangmyeongjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",サムシケアクプラザグァンミョンジョム|상호,매장_혜택
0,고객,ジャンゴウイマットですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいのですか？カカオトークに投稿できないのですか？,"JangeoUiMat, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ジャンゴウイマット|상호,매장_혜택
0,고객,ヴィヴィッドミュージアム近代점ですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのですか？カカオトークに投稿してはいけないんですか？,"VividMyujieomGeondaejeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ヴィヴィッドミュージアム近代店|상호,매장_혜택
0,고객,ヘンガウトステワディオですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークに投稿してはいけないのですか？,"HaengautStewDio, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ヘンガウトステワディオ|상호,매장_혜택
0,고객,ジョンミチュクサンジョンユク食堂ですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークに投稿してはいけませんか？,"JeongmichuksanJeongyukSikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ジョンミチュクサンジョンユク食堂|상호,매장_혜택
0,고객,グィグムソクドマイ예림쥬얼리ですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するだけでいいですか？ カカオトークにも投稿してはいけないのですか？,"GwigeumsokdomaeYerimJewelry, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",グィグムソクドマ이예림쥬얼리|상호,매장_혜택
0,고객,ピュルヘンギファジャンプムですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"Pureunhyanggihwajangpum, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ピュルヘンギファジャンプム|상호,매장_혜택
0,고객,エオチョンドサエンソンタンジジムですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいですか？ カカオトークに投稿してはいけませんか？,"EocheongdoSaengseonTangjjim, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",エオチョンドサエンソンタンジジム|상호,매장_혜택
0,고객,マゴハルミですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいんですか？カカオトークには投稿できないんですか？,"Magohalmi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",マゴハルミ|상호,매장_혜택
0,고객,テンテンシラエヤングンジャンですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいのですか？KakaoTalkには投稿できませんか？,"Tentensillaeyanggungjang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",テンテンシラエヤングンジャン|상호,매장_혜택
0,고객,ボングースバプバーガーですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればよいですか？カカオトークに投稿してもよいですか？,"BongguseuBapBurger, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ボングースバプバーガー|상호,매장_혜택
0,고객,ケオレダイエットジュースバですよね？ このイベントの写真だけ撮ってFacebookやInstagramに投稿すればいいですか？カカオトークには投稿できませんか？,"KeolleoDietJuiceBa, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ケオレダイエットジュースバ|상호,매장_혜택
0,고객,ボシユブヒオシャップですよね？ このイベントの写真だけを撮ってFacebookやInstagramに投稿すればいいの？ カカオトークには投稿できないの？,"Bosyubeuheeosyap, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ボシユブヒオシャップ|상호,매장_혜택
0,고객,"ビビキュマジャンハンブッチョムですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿するべきですか？カカオトークに投稿することはできませんか？', ","BibikyuMajanghaengbokjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ビビキュマジャンハンブッチョム|상호,매장_혜택
0,고객,じゅんにゃんやっく、ですよね？ このイベントの写真を撮影してFacebookやInstagramに投稿するだけでいいですか？ カカオトークには投稿できないのですか？,"Jungnyangyakguk, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",じゅんにゃんやっく|상호,매장_혜택
0,고객,ジョングルテラピですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿したらいいですか？カカオトークには投稿できないんですか？,"JeonggeulTerraPi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ジョングルテラピ|상호,매장_혜택
0,고객,グクエワンジョンムンジャンイェシクシックジャンシッダンですよね？ このイベントの写真だけを撮影してFacebookやInstagramに投稿すればいいのでしょうか？ カカオトークには投稿できませんか？,"GukhwawonjeonmunjangnyesikjangSikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",グクエワンジョンムンジャンイェシクシックジャンシッダン|상호,매장_혜택
0,고객,ドンスンマラタンですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿すればいいですか？ カカオトークに投稿してもいいですか？,"Dongseungmaratang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",ドンスンマラタン|상호,매장_혜택
0,고객,グィビンビュッフェですよね？ このイベントの写真を撮ってFacebookやInstagramに投稿するべきですか？カカオトークには投稿できませんか？,"GwibinBuffet, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",グィビンビュッフェ|상호,매장_혜택
0,고객,アンヤンヘジャンクですよね？ ここで休憩がありますか?,"AnyangHaejangguk, 여기, 브레이크타임",アンヤンヘジャンク|상호,매장_영업시간
0,고객,イッツエウヌモチンナコーヒーですよね？ ここではいつ休憩時間ですか？,"eoneumeotjinnarecoffee, 여기, 브레이크 타임, 언제",エウヌモチンナコーヒー|상호,매장_영업시간
0,고객,ガットポボンですよね？ 休憩は？,"Gatpobon, 브레이크 타임",ガットポボン|상호,매장_영업시간
0,고객,レデオアトコリアですよね？ 休憩はありますか?,"RedeoateuKorea, 브레이크 타임",レデオアトコリア|상호,매장_영업시간
0,고객,ブリングクトゥエラフェスタボンジョムですよね？ 休憩なし？',"BlingKeuheeoLafestaBonjeom, 브레이크 타임",ブリングクトゥエラフェスタボンジョム|상호,매장_영업시간
0,고객,ウェブリスカフェですよね？ 休憩はありますか?,"WeblissCafe, 브레이크타임",ウェブリスカフェ|상호,매장_영업시간
0,고객,ジョソンジョインドンウォンジョムですよね？ 休憩はありますか?,"JiosongjioIndeongnwonjeom, 브레이크 타임",ジョソンジョインドンウォンジョム|상호,매장_영업시간
0,고객,クッジャですよね？ 休みはないですか?,"Kkujja, 브레이크 타임",クッジャ|상호,매장_영업시간
0,고객,ビーンズビンズですよね？ 休憩は何時からですか?,"BEANSBINS#, 브레이크 타임, 몇 시",ビーンズビンズ|상호,매장_영업시간
0,고객,セブンイレブンダボスベヨングジョムですよね？ 休憩はいつ取れますか?,"7ElevenDaBossByeongwonjeom, 브레이크 타임",セブンイレブンダボスベヨングジョム|상호,매장_영업시간
0,고객,ミーアリーコーヒーホフですよね？ 休憩の時間は何時ですか?,"MeariCoffeeHof, 몇 시, 브레이크타임",ミーアリーコーヒーホフ|상호,매장_영업시간
0,고객,ロイエンジョイですよね？ 休憩はありません？,"RoiEnjoy, 브레이크 타임",ロイエンジョイ|상호,매장_영업시간
0,고객,ユミマラタンですよね？ 今、食べてもいいですか？,"Yumimaratang, 식사, 가능",ユミマラタン|상호,매장_영업시간
0,고객,セブンイレブンウォルゴットセンタージョムですよね？ なので、いつ食事を取れますか?,"7ElevenWolgotCenterJeom, 식사, 가능",セブンイレブンウォルゴットセンタージョム|상호,매장_영업시간
0,고객,リヅャングヒオクラブヨンインジジョムですよね？ 何時間できますか?,"RijjangheeoClubYonginjijeom, 몇 시간, 가능",リヅャングヒオクラブヨンインジジョム|상호,매장_시설정보
0,고객,ヨスルバン2ですよね？これをやるには何時間かかりますか?,"Yosulban2, 몇 시간, 가능",ヨスルバン2|상호,매장_시설정보
0,고객,ピュッラエティノムネイブルですよね？ これをやるのに何時間かかりますか?,"Peullaetineomneibeul, 몇 시간, 가능",ピュッラエティノムネイブル|상호,매장_시설정보
0,고객,Cafejajangnamuですよね？ 駐車場は何時間利用可能ですか?,"Cafejajangnamu, 주차",Cafejajangnamu|상호,매장_시설정보
0,고객,ロジンビアライブですよね？ 駐車場は何時間利用可能ですか?,"RojenbiAlive, 주차",ロジンビアライブ|상호,매장_시설정보
0,고객,ットクバングブックンナクジですよね？ 駐車場は何時間利用可能ですか?,"TtukbangbulkkeunNakji, 주차",ットクバングブックンナクジ|상호,매장_시설정보
