,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
3981,고객,"It's Suyurihonbabwang,Deopbap, right? Is this in front of the address?',","Suyurihonbabwang,Deopbap, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Suyurihonbabwang,Deopbap|상호, front of the address|위치",매장_위치
3982,고객,"It's Maimuradonkkaseu, right? Is this in front of the address?',","Maimuradonkkaseu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Maimuradonkkaseu|상호, front of the address|위치",매장_위치
3983,고객,"It's Seupadeosu, right? Is this in front of the address?',","Seupadeosu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Seupadeosu|상호, front of the address|위치",매장_위치
3984,고객,"It's OliviaHaseulleoJecheonjeom, right? Is this in front of the address?',","OliviaHaseulleoJecheonjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","OliviaHaseulleoJecheonjeom|상호, front of the address|위치",매장_위치
3985,고객,"It's JininesigolBapsang, right? Is this in front of the address?',","JininesigolBapsang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","JininesigolBapsang|상호, front of the address|위치",매장_위치
3986,고객,"It's Udonyang, right? Is this in front of the address?',","Udonyang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Udonyang|상호, front of the address|위치",매장_위치
3987,고객,"It's Emart24Selfgaonjuyusojeom, right? Is this in front of the address?',","Emart24Selfgaonjuyusojeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Emart24Selfgaonjuyusojeom|상호, front of the address|위치",매장_위치
3988,고객,"It's Incheonhwagyoyeoksagwan, right? Is this in front of the address?',","Incheonhwagyoyeoksagwan, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Incheonhwagyoyeoksagwan|상호, front of the address|위치",매장_위치
3989,고객,"It's UijeongbuBudaejjigaeJeonmun, right? Is this in front of the address?',","UijeongbuBudaejjigaeJeonmun, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","UijeongbuBudaejjigaeJeonmun|상호, front of the address|위치",매장_위치
3990,고객,"It's Cheonggiwa24siGamjatang, right? Is this in front of the address?',","Cheonggiwa24siGamjatang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Cheonggiwa24siGamjatang|상호, front of the address|위치",매장_위치
3991,고객,"It's Gayacheonsauna, right? Is this in front of the address?',","Gayacheonsauna, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Gayacheonsauna|상호, front of the address|위치",매장_위치
3992,고객,"It's 7ElevenPungnapChamJoeunjeom, right? Is this in front of the address?',","7ElevenPungnapChamJoeunjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","7ElevenPungnapChamJoeunjeom|상호, front of the address|위치",매장_위치
3993,고객,"It's Hwanseungpocha, right? Is this in front of the address?',","Hwanseungpocha, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Hwanseungpocha|상호, front of the address|위치",매장_위치
3994,고객,"It's Cheongjeonghoegwan, right? Is this in front of the address?',","Cheongjeonghoegwan, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Cheongjeonghoegwan|상호, front of the address|위치",매장_위치
3995,고객,"It's TacoBite, right? Is this in front of the address?',","TacoBite, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","TacoBite|상호, front of the address|위치",매장_위치
3996,고객,"It's MunguyanoljaUlsandaldongjeom, right? Is this in front of the address?',","MunguyanoljaUlsandaldongjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","MunguyanoljaUlsandaldongjeom|상호, front of the address|위치",매장_위치
3997,고객,"It's Lounge36, right? Is this in front of the address?',","Lounge36, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Lounge36|상호, front of the address|위치",매장_위치
3998,고객,"It's BaekchaeKimchiJjige, right? Is this in front of the address?',","BaekchaeKimchiJjige, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","BaekchaeKimchiJjige|상호, front of the address|위치",매장_위치
3999,고객,"It's Gimjinhuiheeorain, right? Is this in front of the address?',","Gimjinhuiheeorain, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Gimjinhuiheeorain|상호, front of the address|위치",매장_위치
4000,고객,"It's SaengmaekjuNara, right? Is this in front of the address?',","SaengmaekjuNara, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","SaengmaekjuNara|상호, front of the address|위치",매장_위치
4001,고객,"It's GeoseongGukbap, right? Is this in front of the address?',","GeoseongGukbap, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","GeoseongGukbap|상호, front of the address|위치",매장_위치
4002,고객,"It's Seonumiyongsil, right? Is this in front of the address?',","Seonumiyongsil, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Seonumiyongsil|상호, front of the address|위치",매장_위치
4003,고객,"It's CakeHanipSignatureCafe, right? Is this in front of the address?',","CakeHanipSignatureCafe, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","CakeHanipSignatureCafe|상호, front of the address|위치",매장_위치
4004,고객,"It's HyangnamujipSikdang, right? Is this in front of the address?',","HyangnamujipSikdang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","HyangnamujipSikdang|상호, front of the address|위치",매장_위치
4005,고객,"It's Mattiyu, right? Is this in front of the address?',","Mattiyu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Mattiyu|상호, front of the address|위치",매장_위치
4006,고객,"It's 0SunwiDessert, right? Is this in front of the address?',","0SunwiDessert, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","0SunwiDessert|상호, front of the address|위치",매장_위치
4007,고객,"It's Ssijeulmon, right? Is this in front of the address?',","Ssijeulmon, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Ssijeulmon|상호, front of the address|위치",매장_위치
4008,고객,"It's WeiweiHotdog, right? Is this in front of the address?',","WeiweiHotdog, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","WeiweiHotdog|상호, front of the address|위치",매장_위치
4009,고객,"It's GwamegiAenhongtak, right? Is this in front of the address?',","GwamegiAenhongtak, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","GwamegiAenhongtak|상호, front of the address|위치",매장_위치
4010,고객,"It's CAFETHEMANI, right? Is this in front of the address?',","CAFETHEMANI, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","CAFETHEMANI|상호, front of the address|위치",매장_위치
4011,고객,"It's Bebepom, right? Is this in front of the address?',","Bebepom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Bebepom|상호, front of the address|위치",매장_위치
4012,고객,"It's FitnessRaepNokbeonjeom, right? Is this in front of the address?',","FitnessRaepNokbeonjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","FitnessRaepNokbeonjeom|상호, front of the address|위치",매장_위치
4013,고객,"It's CheongwonOri, right? Is this in front of the address?',","CheongwonOri, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","CheongwonOri|상호, front of the address|위치",매장_위치
4014,고객,"It's Karypeace, right? Is this in front of the address?',","Karypeace, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Karypeace|상호, front of the address|위치",매장_위치
4015,고객,"It's DeungyongSikdang, right? Is this in front of the address?',","DeungyongSikdang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","DeungyongSikdang|상호, front of the address|위치",매장_위치
4016,고객,"It's ToneTonJinwoljeom, right? Is this in front of the address?',","ToneTonJinwoljeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","ToneTonJinwoljeom|상호, front of the address|위치",매장_위치
4017,고객,"It's HwangtoGarden, right? Is this in front of the address?',","HwangtoGarden, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","HwangtoGarden|상호, front of the address|위치",매장_위치
4018,고객,"It's SlowPark, right? Is this in front of the address?',","SlowPark, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","SlowPark|상호, front of the address|위치",매장_위치
4019,고객,"It's SweetMomenteu, right? Is this in front of the address?',","SweetMomenteu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","SweetMomenteu|상호, front of the address|위치",매장_위치
4020,고객,"It's JinineYangkkochi, right? Is this in front of the address?',","JinineYangkkochi, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","JinineYangkkochi|상호, front of the address|위치",매장_위치
4021,고객,"It's Daeuangyeongwonneungpojeom, right? Is this in front of the address?',","Daeuangyeongwonneungpojeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Daeuangyeongwonneungpojeom|상호, front of the address|위치",매장_위치
4022,고객,"It's Suseongsingsing, right? Is this in front of the address?',","Suseongsingsing, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Suseongsingsing|상호, front of the address|위치",매장_위치
4023,고객,"It's Sumgol, right? Is this in front of the address?',","Sumgol, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Sumgol|상호, front of the address|위치",매장_위치
4024,고객,"It's SangguneDwaejigui, right? Is this in front of the address?',","SangguneDwaejigui, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","SangguneDwaejigui|상호, front of the address|위치",매장_위치
4025,고객,"It's DokkaebiBeer, right? Is this in front of the address?',","DokkaebiBeer, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","DokkaebiBeer|상호, front of the address|위치",매장_위치
4026,고객,"It's Cheonnyeondalkkangjeongcheongnajeom, right? Is this in front of the address?',","Cheonnyeondalkkangjeongcheongnajeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Cheonnyeondalkkangjeongcheongnajeom|상호, front of the address|위치",매장_위치
4027,고객,"It's MatJoeunJokbal, right? Is this in front of the address?',","MatJoeunJokbal, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","MatJoeunJokbal|상호, front of the address|위치",매장_위치
4028,고객,"It's HaeundaeSokSiwonhanDaegutang, right? Is this in front of the address?',","HaeundaeSokSiwonhanDaegutang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","HaeundaeSokSiwonhanDaegutang|상호, front of the address|위치",매장_위치
4029,고객,"It's Sekeonseupeiseu, right? Is this in front of the address?',","Sekeonseupeiseu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Sekeonseupeiseu|상호, front of the address|위치",매장_위치
4030,고객,"It's UgyeongHaemulKalguksu, right? Is this in front of the address?',","UgyeongHaemulKalguksu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","UgyeongHaemulKalguksu|상호, front of the address|위치",매장_위치
4031,고객,"It's SillaheeoBlue, right? Is this in front of the address?',","SillaheeoBlue, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","SillaheeoBlue|상호, front of the address|위치",매장_위치
4032,고객,"It's NailB, right? Is this in front of the address?',","NailB, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","NailB|상호, front of the address|위치",매장_위치
4033,고객,"It's Cheonanhoduhyugesohansikjeonmunjeom, right? Is this in front of the address?',","Cheonanhoduhyugesohansikjeonmunjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Cheonanhoduhyugesohansikjeonmunjeom|상호, front of the address|위치",매장_위치
4034,고객,"It's Rapomi, right? Is this in front of the address?',","Rapomi, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Rapomi|상호, front of the address|위치",매장_위치
4035,고객,"It's GamseongkkomaGimbap, right? Is this in front of the address?',","GamseongkkomaGimbap, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","GamseongkkomaGimbap|상호, front of the address|위치",매장_위치
4036,고객,"It's Byurianeu, right? Is this in front of the address?',","Byurianeu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Byurianeu|상호, front of the address|위치",매장_위치
4037,고객,"It's PersianRaendeu, right? Is this in front of the address?',","PersianRaendeu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","PersianRaendeu|상호, front of the address|위치",매장_위치
4038,고객,"It's GSPyeonuijeom, right? Is this in front of the address?',","GSPyeonuijeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","GSPyeonuijeom|상호, front of the address|위치",매장_위치
4039,고객,"It's Bukansankeunsup,jeppangso, right? Is this in front of the address?',","Bukansankeunsup,jeppangso, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Bukansankeunsup,jeppangso|상호, front of the address|위치",매장_위치
4040,고객,"It's HwangjeHofCoffee, right? Is this in front of the address?',","HwangjeHofCoffee, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","HwangjeHofCoffee|상호, front of the address|위치",매장_위치
4041,고객,"It's Yeongakkomagimbap, right? Is this in front of the address?',","Yeongakkomagimbap, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Yeongakkomagimbap|상호, front of the address|위치",매장_위치
4042,고객,"It's CAFEWANAKA, right? Is this in front of the address?',","CAFEWANAKA, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","CAFEWANAKA|상호, front of the address|위치",매장_위치
4043,고객,"It's Wonjoeuljigolbaengi, right? Is this in front of the address?',","Wonjoeuljigolbaengi, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Wonjoeuljigolbaengi|상호, front of the address|위치",매장_위치
4044,고객,"It's Donkeot, right? Is this in front of the address?',","Donkeot, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Donkeot|상호, front of the address|위치",매장_위치
4045,고객,"It's HanujeongyuksikdangSojaengi, right? Is this in front of the address?',","HanujeongyuksikdangSojaengi, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","HanujeongyuksikdangSojaengi|상호, front of the address|위치",매장_위치
4046,고객,"It's onetaitla, right? Is this in front of the address?',","onetaitla, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","onetaitla|상호, front of the address|위치",매장_위치
4047,고객,"It's Cheongsujeonghyeopdongjohapdabang, right? Is this in front of the address?',","Cheongsujeonghyeopdongjohapdabang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Cheongsujeonghyeopdongjohapdabang|상호, front of the address|위치",매장_위치
4048,고객,"It's Saellineo, right? Is this in front of the address?',","Saellineo, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Saellineo|상호, front of the address|위치",매장_위치
4049,고객,"It's AiotjjangDangjinseosanjeom, right? Is this in front of the address?',","AiotjjangDangjinseosanjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","AiotjjangDangjinseosanjeom|상호, front of the address|위치",매장_위치
4050,고객,"It's HyeseongsajingwanBeommuljeom, right? Is this in front of the address?',","HyeseongsajingwanBeommuljeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","HyeseongsajingwanBeommuljeom|상호, front of the address|위치",매장_위치
4051,고객,"It's Mangjubongpunggyeonghoetjip, right? Is this in front of the address?',","Mangjubongpunggyeonghoetjip, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Mangjubongpunggyeonghoetjip|상호, front of the address|위치",매장_위치
4052,고객,"It's EunmaFood, right? Is this in front of the address?',","EunmaFood, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","EunmaFood|상호, front of the address|위치",매장_위치
4053,고객,"It's Eumsikbaksa, right? Is this in front of the address?',","Eumsikbaksa, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Eumsikbaksa|상호, front of the address|위치",매장_위치
4054,고객,"It's Cheongpunghaemultang, right? Is this in front of the address?',","Cheongpunghaemultang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Cheongpunghaemultang|상호, front of the address|위치",매장_위치
4055,고객,"It's CafeIllangillang, right? Is this in front of the address?',","CafeIllangillang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","CafeIllangillang|상호, front of the address|위치",매장_위치
4056,고객,"It's CREAMLPba, right? Is this in front of the address?',","CREAMLPba, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","CREAMLPba|상호, front of the address|위치",매장_위치
4057,고객,"It's GutTimeNongseongjeom, right? Is this in front of the address?',","GutTimeNongseongjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","GutTimeNongseongjeom|상호, front of the address|위치",매장_위치
4058,고객,"It's Arirangnongwon, right? Is this in front of the address?',","Arirangnongwon, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Arirangnongwon|상호, front of the address|위치",매장_위치
4059,고객,"It's Ppalgansontommeoribang, right? Is this in front of the address?',","Ppalgansontommeoribang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Ppalgansontommeoribang|상호, front of the address|위치",매장_위치
4060,고객,"It's IasoBeauty, right? Is this in front of the address?',","IasoBeauty, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","IasoBeauty|상호, front of the address|위치",매장_위치
4061,고객,"It's Bingdalsongpajeom, right? Is this in front of the address?',","Bingdalsongpajeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Bingdalsongpajeom|상호, front of the address|위치",매장_위치
4062,고객,"It's EjeugusejeuSeomyeonsajingwan, right? Is this in front of the address?',","EjeugusejeuSeomyeonsajingwan, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","EjeugusejeuSeomyeonsajingwan|상호, front of the address|위치",매장_위치
4063,고객,"It's SevenSeuTacoInnoraeyeonseupjangDangjinsongakjeom, right? Is this in front of the address?',","SevenSeuTacoInnoraeyeonseupjangDangjinsongakjeom, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","SevenSeuTacoInnoraeyeonseupjangDangjinsongakjeom|상호, front of the address|위치",매장_위치
4064,고객,"It's Jisumijangwon, right? Is this in front of the address?',","Jisumijangwon, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Jisumijangwon|상호, front of the address|위치",매장_위치
4065,고객,"It's Jangmidwaejigukbap, right? Is this in front of the address?',","Jangmidwaejigukbap, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Jangmidwaejigukbap|상호, front of the address|위치",매장_위치
4066,고객,"It's WonjobobaeGopchang, right? Is this in front of the address?',","WonjobobaeGopchang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","WonjobobaeGopchang|상호, front of the address|위치",매장_위치
4067,고객,"It's Waksingin, right? Is this in front of the address?',","Waksingin, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Waksingin|상호, front of the address|위치",매장_위치
4068,고객,"It's SeowonhansikBuffet, right? Is this in front of the address?',","SeowonhansikBuffet, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","SeowonhansikBuffet|상호, front of the address|위치",매장_위치
4069,고객,"It's Reoswipc, right? Is this in front of the address?',","Reoswipc, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Reoswipc|상호, front of the address|위치",매장_위치
4070,고객,"It's Koteoseu, right? Is this in front of the address?',","Koteoseu, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Koteoseu|상호, front of the address|위치",매장_위치
4071,고객,"It's Kimsseubap, right? Is this in front of the address?',","Kimsseubap, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Kimsseubap|상호, front of the address|위치",매장_위치
4072,고객,"It's ChakHansikDangMakchang, right? Is this in front of the address?',","ChakHansikDangMakchang, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","ChakHansikDangMakchang|상호, front of the address|위치",매장_위치
4073,고객,"It's JyuBread, right? Is this in front of the address?',","JyuBread, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","JyuBread|상호, front of the address|위치",매장_위치
4074,고객,"It's JeongganeHaemulJip, right? Is this in front of the address?',","JeongganeHaemulJip, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","JeongganeHaemulJip|상호, front of the address|위치",매장_위치
4075,고객,"It's Jeonbongniramyeon, right? Is this in front of the address?',","Jeonbongniramyeon, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Jeonbongniramyeon|상호, front of the address|위치",매장_위치
4076,고객,"It's Golmoksallong, right? Is this in front of the address?',","Golmoksallong, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Golmoksallong|상호, front of the address|위치",매장_위치
4077,고객,"It's BEERK, right? Is this in front of the address?',","BEERK, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","BEERK|상호, front of the address|위치",매장_위치
4078,고객,"It's TONG-QFrideChicken, right? Is this in front of the address?',","TONG-QFrideChicken, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","TONG-QFrideChicken|상호, front of the address|위치",매장_위치
4079,고객,"It's Imonesamsisekki, right? Is this in front of the address?',","Imonesamsisekki, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Imonesamsisekki|상호, front of the address|위치",매장_위치
4080,고객,"It's Heeodirekteo, right? Is this in front of the address?',","Heeodirekteo, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","Heeodirekteo|상호, front of the address|위치",매장_위치
4081,고객,"It's JoseonilboSancheongjiguk, right? Is this in front of the address?',","JoseonilboSancheongjiguk, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","JoseonilboSancheongjiguk|상호, front of the address|위치",매장_위치
4082,고객,"It's UmiSushi, right? Is this in front of the address?',","UmiSushi, 여기, 299 Samil-daero,Jung-gu,Seoul 앞","UmiSushi|상호, front of the address|위치",매장_위치
4083,고객,"It's BlackStoneJeu, right? To order frozen pork and fried dumplings, I heard that you need to contact them in advance.","BlackStoneJeu, 동파육, 멘보샤, 주문, 연락","BlackStoneJeu|상호, frozen pork|메뉴, fried dumplings|메뉴",예약_문의
4084,고객,"It's Pungseonghansikdang, right? Can the course meal start right away?","Pungseonghansikdang, 코스 요리, 시작","Pungseonghansikdang|상호, course meal|메뉴",예약_문의
4085,고객,"It's Seungseojeok, right? What time should I call you if I make a delivery?","Seungseojeok, 배달, 몇 시, 전화",Seungseojeok|상호,예약_문의
4086,고객,"It's Batangmiyongsil, right? I need to book a room, right?","Batangmiyongsil, 방, 예약",Batangmiyongsil|상호,예약_문의
4087,고객,"It's Cafe,neul, right? Is there any way to place a group order here?","Cafe,neul, 여기, 등산, 단체, 주문","Cafe,neul|상호",예약_문의
4088,고객,"It's MyeongseongCoffee, right? So you'd have to call ahead, like, how many days in advance?","MyeongseongCoffee, 미리, 전화, 며칠",MyeongseongCoffee|상호,예약_문의
4089,고객,"It's 24SihariBossWedisihomkeeo, right? If I'm going to a meeting and want to eat, do I need to make a reservation?","24SihariBossWedisihomkeeo, 모임, 미리, 예약",24SihariBossWedisihomkeeo|상호,예약_문의
4090,고객,"It's Goheunggwanⅱ, right? How many days in advance do I need to schedule a meeting?","Goheunggwanⅱ, 모임, 예약, 며칠 전",Goheunggwanⅱ|상호,예약_문의
4091,고객,"It's AwosallongRatangongbang, right? Can I just show up without an appointment?","AwosallongRatangongbang, 예약",AwosallongRatangongbang|상호,예약_문의
4092,고객,"It's VipChamchiChobap, right? I had a meeting and wanted to see if it would be scheduled.","VipChamchiChobap, 모임, 예약",VipChamchiChobap|상호,예약_문의
4093,고객,"It's Peikeo, right? How many days in advance do I need to call?","Peikeo, 며칠, 전화",Peikeo|상호,예약_문의
4094,고객,"It's Chamjoeunchilpan, right? Do I need to book in advance to be counted?","Chamjoeunchilpan, 계추, 예약",Chamjoeunchilpan|상호,예약_문의
4095,고객,"It's HaeundaeYangkkochi&Marahwokkwo, right? I should call a few days in advance, right?","HaeundaeYangkkochi&Marahwokkwo, 며칠전, 전화",HaeundaeYangkkochi&Marahwokkwo|상호,예약_문의
4096,고객,"It's KeurinAdeGumibonjeom, right? Do you have meetings here?","KeurinAdeGumibonjeom, 여기, 모임",KeurinAdeGumibonjeom|상호,예약_문의
4097,고객,"It's SinhodeungGeuPocha, right? Should I call you the day before for that meeting or can I call you in the morning and come in the afternoon?","SinhodeungGeuPocha, 모임, 전날, 전화, 오전, 오후",SinhodeungGeuPocha|상호,예약_문의
4098,고객,"It's Noranneil, right? How many people can I accept?","Noranneil, 몇 인",Noranneil|상호,예약_문의
4099,고객,"It's YuwonHansikBuffet, right? Do you have meetings here?","YuwonHansikBuffet, 여기, 모임",YuwonHansikBuffet|상호,예약_문의
4100,고객,"It's Yoiben, right? How many days in advance should I call for a meeting?","Yoiben, 모임, 며칠, 전화",Yoiben|상호,예약_문의
4101,고객,"It's SsarigolWangGalbitang, right? Do I receive meetings and how many people can I receive?","SsarigolWangGalbitang, 모임, 몇 인",SsarigolWangGalbitang|상호,예약_문의
4102,고객,"It's Keundambat, right? Can we schedule things here? Like meetings?","Keundambat, 여기, 예약, 모임",Keundambat|상호,예약_문의
4103,고객,"It's Gongheeokeot, right? How many days in advance should I call?","Gongheeokeot, 며칠, 전화",Gongheeokeot|상호,예약_문의
4104,고객,"It's Kkollorare, right? Can I make an appointment in the evening?","Kkollorare, 저녁, 예약, 가능",Kkollorare|상호,예약_문의
4105,고객,"It's GIGACHAYA, right? Do you take group reservations here?","GIGACHAYA, 여기, 단체, 예약",GIGACHAYA|상호,예약_문의
4106,고객,"It's Otteoksun, right? How many people can I accept?","Otteoksun, 몇 명",Otteoksun|상호,예약_문의
4107,고객,"It's JangchungdongwangJokbalBienepeu, right? Should I make an appointment on the weekend?","JangchungdongwangJokbalBienepeu, 주말, 예약",JangchungdongwangJokbalBienepeu|상호,예약_문의
4108,고객,"It's JACECOFFEE, right? So how much is this per person or do you just come in and cook it?","JACECOFFEE, 일 인당, 얼마, 요리",JACECOFFEE|상호,예약_문의
4109,고객,"It's Samgakjiyangkkochi, right? I'll need to call you a few days in advance to set up a meeting.","Samgakjiyangkkochi, 며칠, 전, 전화, 모임",Samgakjiyangkkochi|상호,예약_문의
4110,고객,"It's SajinchaekbangGorae, right? Do you accept group bookings here?","SajinchaekbangGorae, 단체, 예약",SajinchaekbangGorae|상호,예약_문의
4111,고객,"It's GapTteokbokkiLotteMart, right? Do I have to call ahead before I can count?","GapTteokbokkiLotteMart, 계추, 전화",GapTteokbokkiLotteMart|상호,예약_문의
4112,고객,"It's Raikeubeoteun, right? So how many days in advance should I call to make an appointment?","Raikeubeoteun, 예약, 며칠, 전, 전화",Raikeubeoteun|상호,예약_문의
4113,고객,"It's Tojongmeokgeori, right? So when should I call to place an order?","Tojongmeokgeori, 주문, 언제, 전화",Tojongmeokgeori|상호,예약_문의
4114,고객,"It's DangjinOoMart, right? We're close by and I was wondering if we could do a reunion or something.","DangjinOoMart, 우리, 여기, 근처, 계모임",DangjinOoMart|상호,예약_문의
4115,고객,"It's SonKalguksuJeonmunnunbora, right? Can I make a reservation or something here?","SonKalguksuJeonmunnunbora, 여기, 예약",SonKalguksuJeonmunnunbora|상호,예약_문의
4116,고객,"It's JipeuKidsNewCoreOutletPyeongchonjeom, right? What time should I usually place my order?","JipeuKidsNewCoreOutletPyeongchonjeom, 보통, 몇 시, 주문",JipeuKidsNewCoreOutletPyeongchonjeom|상호,예약_문의
4117,고객,"It's YepeulleseutetikIlsanbaekseokjeom, right? I have a few reservations.","YepeulleseutetikIlsanbaekseokjeom, 예약",YepeulleseutetikIlsanbaekseokjeom|상호,예약_문의
4118,고객,"It's Sera, right? What about scheduling?","Sera, 예약",Sera|상호,예약_문의
4119,고객,"It's Dabongmiyeok, right? How many?","Dabongmiyeok, 몇 개",Dabongmiyeok|상호,예약_문의
4120,고객,"It's GeujipManeulChicken, right? If I want to count about ten people tomorrow or the day after, I have to book ahead, right?","GeujipManeulChicken, 한 열명, 계추, 내일, 모레, 미리 예약",GeujipManeulChicken|상호,예약_문의
4121,고객,"It's SobaNiUdon, right? Do I have to call ahead to get in here?","SobaNiUdon, 계추, 전화",SobaNiUdon|상호,예약_문의
4122,고객,"It's CafeWideueoseu, right? Can I book here?","CafeWideueoseu, 여기, 예약, 가능",CafeWideueoseu|상호,예약_문의
4123,고객,"It's Nyuateumi, right? Do I need to book in advance?","Nyuateumi, 예약, 미리",Nyuateumi|상호,예약_문의
4124,고객,"It's haendeumeideuCOFFEEHouse, right? How soon should I call you to schedule an appointment?","haendeumeideuCOFFEEHouse, 예약, 언제, 전화",haendeumeideuCOFFEEHouse|상호,예약_문의
