,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
0,고객,是DreamDipoYonginsicheongjeom吗？这是wifi密码吗？,"DreamDipoYonginsicheongjeom, 와이파이, 비번",DreamDipo永宁市场|상호,매장_시설정보
0,고객,是YogurUiSigan吗？Wi-Fi密码是什么？,"YogurUiSigan, 와이파이, 비번",YogurUiSigan|상호,매장_시설정보
0,고객,是乌隆格喜呈，对吧？Wi-Fi密码是什么？,"Ureonggaksine, 와이파이, 비번",乌隆格喜呈|상호,매장_시설정보
0,고객,是幸福排酒汤，对吗？Wi-Fi密码是什么？,"HaengbokHaejangguk, 와이파이, 비번",幸福排酒汤|상호,매장_시설정보
0,고객,是ToraTaco吗？这里有wifi密码吗？,"ToraTaco, 여기, 와이파이, 비번",ToraTaco|상호,매장_시설정보
0,고객,这是WooHeeKitchen吗？这里有wifi密码吗？,"WooHeeKitchen, 여기, 와이파이, 비번",WooHeeKitchen|상호,매장_시설정보
0,고객,是SevenSeuTacoInnoraeyeonseupjangSeoulgwagidaejeom吗？这里有wifi密码吗？,"SevenSeuTacoInnoraeyeonseupjangSeoulgwagidaejeom, 여기, 와이파이, 비번",SevenSeuTacoInnoraeyeonseupjangSeoulgwagidaejeom|상호,매장_시설정보
0,고객,是当时你急需鸡肉吧？昌原中央店的那个地方，对吧？你们有wifi吗？,"DangsineunjigeumChickenIttaenggindaChangwonjungangjeom, 와이파이",当时你急需鸡肉吧|상호,매장_시설정보
0,고객,是CafeRoseo吗？你们有wifi吗？,"CafeRoseo, 와이파이",CafeRoseo|상호,매장_시설정보
0,고객,是盖捕县吗？你们有wifi吗？,"Gatpohyeon, 와이파이",盖捕县|상호,매장_시설정보
0,고객,是埃尼汉堡吧？你有wifi吗？,"Eniburger, 와이파이",埃尼汉堡|상호,매장_시설정보
0,고객,是江南白肉鸡吗？你们有wifi吗？,"GangnamBaeksuk, 와이파이",江南白肉鸡|상호,매장_시설정보
0,고객,"是南文帝商场, 对吗？你们有wifi吗？","TaptenKidsEmartGojanjeom, 와이파이",南文帝商场|상호,매장_시설정보
0,고객,是海전생태전문점吗？你有密码吗？,"Haejeonsaengtaejeonmunjeom, 비번",海前生태专门店|상호,매장_시설정보
0,고객,是YellowBebeAnyang吗？你有密码吗？,"YellowBebeAnyang, 비번",YellowBebeAnyang|상호,매장_시설정보
0,고객,是恩津花园吧？你有密码吗？,"EonjinGarden, 비번",恩津花园|상호,매장_시설정보
0,고객,是帕斯泰里亚东城路，对吧？你有Wi-Fi密码吗？,"PaseuteriaDongseongno, 와이파이, 비번",帕斯泰里亚东城路|상호,매장_시설정보
0,고객,是东基吗？你有Wi-Fi密码吗？,"Dongki, 와이파이, 비번",东基|상호,매장_시설정보
0,고객,是Olkeguksujip吗？你有Wi-Fi密码吗？,"Olkeguksujip, 와이파이, 비번",Olkeguksujip|상호,매장_시설정보
0,고객,这是MindeulleGuksu吗？那里是wifi密码还是六个零？,"MindeulleGuksu, 와이파이, 비번, 저기, 여섯 개",MindeulleGuksu|상호,매장_시설정보
0,고객,"是完洞伊站, 对吗？那是wifi密码还是那边的六个零？","Wondongibalgwan, 와이파이, 비번, 저기, 여섯 개",完洞伊站|상호,매장_시설정보
0,고객,"是世望梦浴堂使用, 对吗？那是wifi密码还是那边的六个零？","SewangmongnyoktangIyongso, 와이파이, 비번, 저기, 여섯 개",世望梦浴堂使用|상호,매장_시설정보
0,고객,是Nalmadajoheunnal吧？这里有wifi吗？,"Nalmadajoheunnal, 여기, 안, 와이파이",Nalmadajoheunnal|상호,매장_시설정보
0,고객,是GreenmildCoffee吗？这里有wifi吗？,"GreenmildCoffee, 여기, 안, 와이파이",GreenmildCoffee|상호,매장_시설정보
0,고객,是杜松会吧？这里有wifi吗？,"Dudusanghoe, 여기, 안, 와이파이",杜松会|상호,매장_시설정보
0,고객,是Senuheeosyap吗？Wifi密码？,"Senuheeosyap, 와이파이, 비번",Senuheeosyap|상호,매장_시설정보
0,고객,是Ollibianskin&Body吗？Wifi密码？,"Ollibianskin&Body, 와이파이, 비번",Ollibianskin&Body|상호,매장_시설정보
0,고객,这是香伊母纳波松炒酱吧？wifi密码？,"HyangimunappasonJjajang, 와이파이, 비번",香伊母纳波松炒酱|상호,매장_시설정보
0,고객,是高尔摩盖西吗？我的Wi-Fi密码是什么？,"Golmogaeseo, 와이파이 비번",高尔摩盖西|상호,매장_시설정보
0,고객,是高七星延边池面明洞점吧？我的Wi-Fi密码是什么？,"Kochisinsegyemyeonsejeommyeongdongjeom, 와이파이 비번",高七星延边池面明洞점|상호,매장_시설정보
0,고객,是扣你的海鲜破茶，对吧？我的Wi-Fi密码是什么？,"KkonnimineHaemulPocha, 와이파이 비번",扣你的海鲜破茶|상호,매장_시설정보
0,고객,是PeobeullikKitchen吗？那个Wi-Fi密码是多少？,"PeobeullikKitchen, 와이파이, 번호, 요거",PeobeullikKitchen|상호,매장_시설정보
0,고객,是Mgateuhol吗？那是什么Wi-Fi号码？,"Mgateuhol, 와이파이, 번호, 요거",Mgateuhol|상호,매장_시설정보
0,고객,这是jyodubumyeongga，对吧？那个Wi-Fi密码是什么？,"jyodubumyeongga, 와이파이, 번호, 요거",jyodubumyeongga|상호,매장_시설정보
0,고객,是鬼谷蜜蜡，对吗？这里有无线网络密码吗？,"GeobukMirak, 여기, 와이파이, 비번",鬼谷蜜蜡|상호,매장_시설정보
0,고객,是RedBukseu吗？这里有wifi密码吗？,"RedBukseu, 여기, 와이파이, 비번",RedBukseu|상호,매장_시설정보
0,고객,这是工房街吧？这里有wifi密码吗？,"Gongbangmaeul, 여기, 와이파이, 비번",工房街|상호,매장_시설정보
0,고객,是星巴克金井站吧？这里有wifi吗？,"StarbucksGeumjeongeikeiJeom, 와이파이",星巴克金井站|상호,매장_시설정보
0,고객,是JusikhoesaPeullaraendeuaenCafe吗？所以，这里有wifi吗？,"JusikhoesaPeullaraendeuaenCafe, 와이파이",JusikhoesaPeullaraendeuaenCafe|상호,매장_시설정보
0,고객,是甘锁亭吧？这里有wifi吗？,"GamasotJeong, 와이파이",甘锁亭|상호,매장_시설정보
0,고객,是PotoSignatureChangwongarosugiljeom吧？它支持Wi-Fi吗？,"PotoSignatureChangwongarosugiljeom, 와이파이",PotoSignatureChangwongarosugiljeom|상호,매장_시설정보
0,고객,是人生苑吗？可以用Wi-Fi吗？,"JinseiWon, 와이파이",人生苑|상호,매장_시설정보
0,고객,是汉拿路照会汉拿路俱乐部巴山店吗？能用Wi-Fi吗？,"HanaroSeojeokHanaroClubBusanjeom, 와이파이",汉拿路照会汉拿路俱乐部巴山店|상호,매장_시설정보
0,고객,是CoffeeBungbungCoffeeBongneunjip吗？那么电话预订可以吗？,"CoffeeBungbungCoffeeBongneunjip, 전화 주문",CoffeeBungbungCoffeeBongneunjip|상호,예약_문의
0,고객,是羊肉拌杂碎猪肉吗？你必须在短时间内吃完吧？,"Yangpuneppajindwaeji, 시간, 안",羊肉拌杂碎猪肉|상호,매장_포장
0,고객,是拉面狂热者吧？你必须在很短的时间内吃完对吧？,"RamenMania, 시간, 안",拉面狂热者|상호,매장_포장
0,고객,是必胜客店吧？你必须在短时间内吃完对吧？,"BitsaemStore, 시간, 안",必胜客店|상호,매장_포장
0,고객,是BoriulgaJjukkumiWaTeollegi吧？我必须今天完成这个任务，对吗？,"BoriulgaJjukkumiWaTeollegi, 오늘",BoriulgaJjukkumiWaTeollegi|상호,매장_포장
0,고객,是WiningStory吗？我必须今天完成吗？,"WiningStory, 오늘",WiningStory|상호,매장_포장
0,고객,是黄金里食堂吧？我必须今天完成这个对吧？,"HwangumaeulSikdang, 오늘",黄金里食堂|상호,매장_포장
0,고객,是Simmisikdang吧？我带走的话，晚上可以吃吗？,"Simmisikdang, 포장, 저녁",Simmisikdang|상호,매장_포장
0,고객,是飞榴汀，对吧？我带走的话，晚上可以吃吗？,"Feelandme, 포장, 저녁",飞榴汀|상호,매장_포장
0,고객,这是黄秆巴代汁盖，对吧？如果我打包带走，晚上可以吃吗？,"HwangbaksaBudaejjigae, 포장, 저녁",黄秆巴代汁盖|상호,매장_포장
0,고객,是吧唠雀吗？所以如果我在早上下订单然后去，下午拿到也没关系吗？,"BBANGSAGA, 아침, 주문, 오후",吧唠雀|상호,매장_포장
0,고객,是黄金馍馍对吧？所以如果我早上下订单然后去，下午拿到也没关系吧？,"Hwanggumeonggu, 아침, 주문, 오후",黄金馍馍|상호,매장_포장
0,고객,是BonChicken吧？所以我早上订购然后去，下午拿到也没有关系吗？,"BonChicken, 아침, 주문, 오후",BonChicken|상호,매장_포장
0,고객,是HappyKimchiJjim吗？我可以把包装食品放多久冰箱里？,"HappyKimchiJjim, 포장, 냉장고, 언제",HappyKimchiJjim|상호,매장_포장
0,고객,是王婆酿吧？我可以将包装食品放在冰箱里多久？,"Ongpangjip, 포장, 냉장고, 언제",王婆酿|상호,매장_포장
0,고객,是MirimGuiSikdang吧？我可以把包装食品放多久在冰箱里？,"MirimGuiSikdang, 포장, 냉장고, 언제",MirimGuiSikdang|상호,매장_포장
0,고객,这是Saeuranggulpocha吗？它们不是一次性的吗？,"Saeuranggulpocha, 일회용기",Saeuranggulpocha|상호,매장_포장
0,고객,是黄土皓外肉，对吧？它们不是要用后就丢掉吗？,"HwangtohwaroGui, 일회용기",黄土皓外肉|상호,매장_포장
0,고객,是世宗禧苑出I实？它们不是应该是一次性的吗？,"Sejongheeoyeonchulsyap, 일회용기",世宗禧苑出I实|상호,매장_포장
0,고객,是HosingnidumariChickenCheongna1Hojeom吗？我猜你也经常在这里通过送餐应用订餐，对吧？,"HosingnidumariChickenCheongna1Hojeom, 여기, 배달 앱",HosingnidumariChickenCheongna1Hojeom|상호,매장_배달
0,고객,是NeulbomangyeongJukdongjeom吧？我猜你在这里也经常用外卖软件订餐，对吧？,"NeulbomangyeongJukdongjeom, 여기, 배달 앱",NeulbomangyeongJukdongjeom|상호,매장_배달
0,고객,是安亭乐天百货吧？我猜你在这里也经常用外卖软件订餐，对吧？,"OnjeongLotteBaekhwajeom, 여기, 배달 앱",安亭乐天百货|상호,매장_배달
0,고객,这是胜美汉传统家常菜吧？比起使用送餐应用程序，找人来或者打电话过来更好吗？,"Seungminehoetjip, 배달 앱, 전화",胜美汉传统家常菜|상호,매장_배달
0,고객,是HOLEINTHEWALL吗？比起使用送餐应用程序，有人来还是给你打电话更好吗？,"HOLEINTHEWALL, 배달 앱, 전화",HOLEINTHEWALL|상호,매장_배달
0,고객,是Sangsangaroma吗？比起送货应用，有人过来还是打电话给你会更好吗？,"Sangsangaroma, 배달 앱, 전화",Sangsangaroma|상호,매장_배달
0,고객,是OtuBeer吗？与其通过电话？,"OtuBeer, 전화",OtuBeer|상호,매장_배달
0,고객,是Ildiobo吧？而不是通过电话？,"Ildiobo, 전화",Ildiobo|상호,매장_배달
0,고객,是鼻型溝盤规吧？不是打电话更好吗？,"BihyeongoridolpanGui, 전화",鼻型溝盤规|상호,매장_배달
0,고객,是献郑松瓜兵，对吧？其他送餐软件说他们收费很高，所以剩下的不多。,"Heeogabin, 배달 앱, 수수료",献郑松瓜兵|상호,매장_배달
0,고객,是SonghadwaejiGukbap吗？其他外卖应用说他们收费很高，所以你剩下的不多。,"SonghadwaejiGukbap, 배달 앱, 수수료",SonghadwaejiGukbap|상호,매장_배달
0,고객,是火鸡脚拉面猪肉?其他外卖应用说他们收很多费用，所以剩下的不多。,"BueongisotttukkeongSamgyeopsal, 배달 앱, 수수료",火鸡脚拉面猪肉|상호,매장_배달
0,고객,是OliveDeOlive大古白花店广场店吗？我这里没有看到任何外卖应用？,"OliveDeOliveDaegubaekhwajeomPlazaJeom, 배달 앱",OliveDeOlive大古白花店广场店|상호,매장_배달
0,고객,是深山腩吉贝盖饼馒头对吧？这里没有列出任何送餐应用程序？,"SomunnanjipJjinbbangMandu, 배달 앱",深山腩吉贝盖饼馒头|상호,매장_배달
0,고객,"是성니당吧？我这里没有看到任何外卖应用程序?,","Seongnidang, 배달 앱",성니당|상호,매장_배달
0,고객,是EmelBeer吧？将作为应用程序交付吗？,"EmelBeer, 앱, 배달",EmelBeer|상호,매장_배달
0,고객,是Jeonghuisiktak吗？会以应用程序的形式交付吗？,"Jeonghuisiktak, 앱, 배달",Jeonghuisiktak|상호,매장_배달
0,고객,是JuchonchuksanmulDomaesikdang吗？会以应用程序的方式交付吗？,"JuchonchuksanmulDomaesikdang, 앱, 배달",JuchonchuksanmulDomaesikdang|상호,매장_배달
0,고객,是MING9CAKE吗？BaminRiders那是什么？,"MING9CAKE, 사장님, 배민라이더스",MING9CAKE|상호,매장_배달
0,고객,"是达勒斯诺儿, 对吧？白民骑士是什么？","Dallesaneungorae, 사장님, 배민라이더스",达勒斯诺儿|상호,매장_배달
0,고객,是明芝儿吧？BaminRiders是什么？,"Meongjjirong, 사장님, 배민라이더스",明芝儿|상호,매장_배달
0,고객,是情趣园吗？会作为一个应用程序送到吗？,"JeongcheongGarden, 앱, 배달",情趣园|상호,매장_배달
0,고객,是JeongseuCoffee吧？将通过应用程序交付吗？,"JeongseuCoffee, 앱, 배달",JeongseuCoffee|상호,매장_배달
0,고객,是抓鸭羹吧？会以应用程序的形式交付吗？,"Joryekeunyakguk, 앱, 배달",抓鸭羹|상호,매장_배달
0,고객,是日本狗肉吗？是通过应用程序送货吗？您注册了哪个应用？,"Japangi, 앱, 배달, 앱, 어디",日本狗肉|상호,매장_배달
0,고객,是胡鲁 凉面 辣小鱼？这个通过应用程序送达吗？您注册了哪个应用程序？,"HururungmyeolchiGuksu, 앱, 배달, 앱, 어디",胡鲁 凉面 辣小鱼|상호,매장_배달
0,고객,是GeurijeulliBurger吧？通过应用程序送货吗？您注册了哪个应用？,"GeurijeulliBurger, 앱, 배달, 앱, 어디",GeurijeulliBurger|상호,매장_배달
0,고객,是珍代理股票宅吗？那么通过应用程序有送货服务吗？,"Jeondaerigogitjip, 그럼, 앱, 배달",珍代理股票宅|상호,매장_배달
0,고객,是BellisaBeauty吧？那么有App送货吗？,"BellisaBeauty, 그럼, 앱, 배달",BellisaBeauty|상호,매장_배달
0,고객,是EthosApgujeong吗？所以有通过应用程序的配送吗？,"EthosApgujeong, 그럼, 앱, 배달",EthosApgujeong|상호,매장_배달
0,고객,是GoYogurt吗？这个也在外卖软件上吗？,"GoYogurt, 여기, 배달 앱",GoYogurt|상호,매장_배달
0,고객,是海尔吧？这也在送餐应用上吗？,"Haieo, 여기, 배달 앱",海尔|상호,매장_배달
0,고객,这是Solbat1994吗？这也在外卖App上吗？,"Solbat1994, 여기, 배달 앱",Solbat1994|상호,매장_배달
0,고객,是RESTAUREROH吧？你用APP送餐吗？,"RESTAUREROH, 앱, 배달",RESTAUREROH|상호,매장_배달
0,고객,是白眼肯定联系人接，对吧？你用App送货吗？,"Balgeunangyeongkontaekteurenjeu, 앱, 배달",白眼肯定联系人接|상호,매장_배달
0,고객,是允聖秘用室吗？您用一個應用程序送货吗？,"Yunseongmiyongsil, 앱, 배달",允聖秘用室|상호,매장_배달
0,고객,是JjakCoffee&hof吗？我之前看到是外卖，价格一样吗？,"JjakCoffee&hof, 테이크아웃, 가격",JjakCoffee&hof|상호,매장_포장
0,고객,是翢红螃蟹味候吗？我之前看到是外卖，价格是一样的吗？,"Yeonkkotpidaheeosallong, 테이크아웃, 가격",翢红螃蟹味候|상호,매장_포장
0,고객,是大侠熏鸭串25时，对吧？我先前看到是外卖，价格一样吗？,"Dwaejikkum25si, 테이크아웃, 가격",大侠熏鸭串25时|상호,매장_포장
0,고객,是松赫野面色吗？这两种菜单有什么区别？,"Seonghyeonemeneseu, 두, 메뉴, 차이",松赫野面色|상호,상품_재료
0,고객,是江南蒸猪蹄&猪脚吗？有什么区别？,"janganbossam&jokbal, 차이",江南蒸猪蹄&猪脚|상호,상품_재료
0,고객,这是petitque吧？我只应该拍这个活动的照片然后在Facebook或Instagram上发布吗？不能在KakaoTalk上发布吗？,"petitque, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",petitque|상호,매장_혜택
0,고객,是紫菜海鲜馆吧？我应该只拍这个活动的照片并在Facebook或Instagram上发布吗？不能在KakaoTalk上发布吗？,"Mujigaehyugesil, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",紫菜海鲜馆|상호,매장_혜택
0,고객,是易重堆？我只拍照这事件然后发在Facebook或Instagram？不能在KakaoTalk发吗？,"Ijeonguidaek, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",易重堆|상호,매장_혜택
0,고객,是七格韩牛农场正育食堂，对吗？我只能在这个事件拍照并在Facebook或Instagram上发布吗？不能发在KakaoTalk上吗？,"ChilgapHanuNongjangJeongyukSikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",七格韩牛农场正育食堂|상호,매장_혜택
0,고객,是Yesul吧？我只会拍这个事件的照片然后在Facebook或Instagram上发布吗？我不能在KakaoTalk上发布吗？,"Yesul, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Yesul|상호,매장_혜택
0,고객,"是铁板烧寿喜烧,对吗？我应该只在脸书或者Instagram上拍这个事件的照片然后发吗？不能在KakaoTalk上发吗？","GimbapIrangHamburgerRang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",铁板烧寿喜烧|상호,매장_혜택
0,고객,这是汉马士清猪肉食堂，对吧？我只拍这个活动的照片放在Facebook或Instagram上吗？我不能在KakaoTalk上发布吗？,"HanuMasiljeongyukSikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",汉马士清猪肉食堂|상호,매장_혜택
0,고객,是Hyehwadong1Beonji吧？我只拍这个活动的照片然后发在Facebook或Instagram吗？不能在KakaoTalk上发吗？,"Hyehwadong1Beonji, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Hyehwadong1Beonji|상호,매장_혜택
0,고객,是Chorokkalguksugimbap吧？我只拍这个事件的照片发到Facebook或Instagram上吗？我不能在KakaoTalk上发布吗？,"Chorokkalguksugimbap, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",奇异拌饭|상호,매장_혜택
0,고객,是RakbinKalguksu吧？我只拍这个活动的照片发到Facebook或Instagram吗？不能发到KakaoTalk吗？,"RakbinKalguksu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",RakbinKalguksu|상호,매장_혜택
0,고객,是Wonganekalguksu吧？我只拍这个活动的照片，然后发布在Facebook或Instagram上吗？不能发布在KakaoTalk上吗？,"Wonganekalguksu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Wonganekalguksu|상호,매장_혜택
0,고객,是延晖苑吧？我只拍这个活动的照片放在脸书或Instagram上吗？不能在KakaoTalk上发布吗？,"Yeonhuiwon, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",延晖苑|상호,매장_혜택
0,고객,是GreenHelseu吧？我只应该在Facebook或Instagram上拍照并发布吗？不能在KakaoTalk上发布吗？,"GreenHelseu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",GreenHelseu|상호,매장_혜택
0,고객,是木镇集会中心吗？我只能拍这个活动的照片然后在Facebook或Instagram上发布吗？我不能在KakaoTalk上发布吗？,"Mulcheonjihoesenta, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",木镇集会中心|상호,매장_혜택
0,고객,是忠南刀削面吧？我只能拍这个活动的照片发在Facebook或Instagram上吗？不能在KakaoTalk上发吗？,"ChungnamKalguksu, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",忠南刀削面|상호,매장_혜택
0,고객,是BontoGimbap吧？我只拍这个活动的照片然后发到Facebook或Instagram吗？不能发在KakaoTalk吗？,"BontoGimbap, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",BontoGimbap|상호,매장_혜택
0,고객,是Wonjinyutong吧？我只需要拍这个活动的照片然后在Facebook或Instagram上发布吗？不能在KakaoTalk上发布吗？,"Wonjinyutong, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Wonjinyutong|상호,매장_혜택
0,고객,是Dalbithansikdang吧？我只能在脸书或者Instagram上发布这个活动的照片吗？我不能在KakaoTalk上发布吗？,"Dalbithansikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Dalbithansikdang|상호,매장_혜택
0,고객,是乌山三山早市吗？我只需要拍这个事件的照片发到Facebook或Instagram吗？不能发到KakaoTalk吗？,"UlsanSamsanMorningMart, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",乌山三山早市|상호,매장_혜택
0,고객,是RottoCafeCrema吗？我只拍这个活动的照片并在Facebook或Instagram上发布可以吗？我不能在KakaoTalk上发布吗？,"RottoCafeCrema, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",RottoCafeCrema|상호,매장_혜택
0,고객,是PandoraJtoJungmunmyeonsejeom吗？我只能拍这个活动的照片发在Facebook或Instagram上吗？不能发到KakaoTalk吗？,"PandoraJtoJungmunmyeonsejeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",PandoraJtoJungmunmyeonsejeom|상호,매장_혜택
0,고객,是SomunnanUdonIne吧？我只应该拍摄这个事件并发布在Facebook或Instagram上吗？不能在KakaoTalk上发布吗？,"SomunnanUdonIne, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",SomunnanUdonIne|상호,매장_혜택
0,고객,这是香甜的幸福桂茶，对吗？我应该只在脸书或者Instagram上拍照然后发布吗？不能在KakaoTalk上发布吗？,"HyanggeuthanWell-beingGwailCha, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",香甜的幸福桂茶|상호,매장_혜택
0,고객,是Aensseomneil吗？我只拍这个活动的照片然后在Facebook或Instagram上发布吗？我不能在KakaoTalk上发布吗？,"Aensseomneil, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Aensseomneil|상호,매장_혜택
0,고객,是YuteonEseutetik吧？我只需要拍这个活动的照片然后发在Facebook或Instagram上吗？我不能发在KakaoTalk上吗？,"YuteonEseutetik, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",YuteonEseutetik|상호,매장_혜택
0,고객,是JoeudaheeoAreumjeom吧？我只能在脸书或者Instagram上拍照并发帖吗？难道不能用KakaoTalk发帖吗？,"JoeudaheeoAreumjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",JoeudaheeoAreumjeom|상호,매장_혜택
0,고객,是HELICONBAR吧？我只能拍这个活动的照片上传到Facebook或Instagram吗？不能上传到KakaoTalk吗？,"HELICONBAR, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",HELICONBAR|상호,매장_혜택
0,고객,是DALBITCHORONGFusionPocha吧？我只能在脸书或者Instagram上发布这个活动的照片吗？不能在KakaoTalk上发布吗？,"DalbitchorongFusionPocha, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",DALBITCHORONGFusionPocha|상호,매장_혜택
0,고객,是Ribeowei吧？我只应该在Facebook或Instagram上拍照并发布吗？我不能在KakaoTalk上发布吗？,"Ribeowei, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Ribeowei|상호,매장_혜택
0,고객,是Kaiteuheeoteochi吗？我只拍这个活动的照片发在Facebook或Instagram上吗？不能发在KakaoTalk上吗？,"Kaiteuheeoteochi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Kaiteuheeoteochi|상호,매장_혜택
0,고객,是PiTeaTime吧？我只能拍照然后在Facebook或Instagram上发布吗？不能在KakaoTalk上发布吗？,"PiTeaTime, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",PiTeaTime|상호,매장_혜택
0,고객,这是乙支开始，对吧？我只打算拍这个活动的照片然后在Facebook或Instagram上发布？我不能在KakaoTalk上发布吗？,"Euljiok, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",乙支开始|상호,매장_혜택
0,고객,是79TheLab吗？我只应该拍这个活动的照片发在Facebook或Instagram上吗？不能在KakaoTalk上发吗？,"79TheLab, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",79TheLab|상호,매장_혜택
0,고객,是Reuonareuheeo吧？我只能拍这个活动的照片然后发到Facebook或Instagram吗？不能发到KakaoTalk吗？,"Reuonareuheeo, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Reuonareuheeo|상호,매장_혜택
0,고객,这是Minoru吗？我只能在Facebook或Instagram上发这个活动的照片吗？我不能在KakaoTalk上发吗？,"Minoru, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Minoru|상호,매장_혜택
0,고객,是爱因基普吧？我只拍这个事件的照片放在脸书或者Instagram吗？不能用KakaoTalk发吗？,"Aeinjip, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",爱因基普|상호,매장_혜택
0,고객,是野波热粥店吧？我只能拍照并在Facebook或Instagram上发布吗？不能在KakaoTalk上发布吗？,"Yeboribapsikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",野波热粥店|상호,매장_혜택
0,고객,"是ON,ONCOFFEE吗？我只能拍这个活动的照片然后在Facebook或Instagram上发布吗？我不能在KakaoTalk上发布吗？","ON,ONCOFFEE, 이벤트, 사진, 페이스북, 인스타, 카카오스토리","ON,ONCOFFEE|상호",매장_혜택
0,고객,这是MinimeomLotteBaekhwajeomUlsanjeom吗？我只能拍这个活动的照片并在Facebook或Instagram上发布吗？我不能在KakaoTalk上发布吗？,"MinimeomLotteBaekhwajeomUlsanjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",MinimeomLotteBaekhwajeomUlsanjeom|상호,매장_혜택
0,고객,是KongnamulAgassi吗？我只能拍这个活动的照片发在Facebook或Instagram上吗？不能发在KakaoTalk上吗？,"KongnamulAgassi, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",KongnamulAgassi|상호,매장_혜택
0,고객,是VitaKitoGimbap吗？我只需要在Facebook或Instagram上拍照并发布吗？不能在KakaoTalk上发布吗？,"VitaKitoGimbap, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",VitaKitoGimbap|상호,매장_혜택
0,고객,这是希马法师吗？我只能在这个活动上拍照并在脸书或Instagram上发布吗？不能在KakaoTalk上发布吗？,"Heeomabeopsa, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",希马法师|상호,매장_혜택
0,고객,是Beodeullae吧？我只需要拍这个活动的照片然后发在Facebook或Instagram上吗？我不能发在KakaoTalk上吗？,"Beodeullae, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",Beodeullae|상호,매장_혜택
0,고객,这是GamasotOri吗？我只能在Facebook或Instagram上拍这个事件的照片然后发布吗？我不能在KakaoTalk上发布吗？,"GamasotOri, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",GamasotOri|상호,매장_혜택
0,고객,是TaptenBalanceEmartPyeongchonjeom吗？我只应该拍这个事件的照片发在Facebook或Instagram上吗？我不能发在KakaoTalk上吗？,"TaptenBalanceEmartPyeongchonjeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",TaptenBalanceEmartPyeongchonjeom|상호,매장_혜택
0,고객,"照片选四千极好美食,对吧？我只能把这个活动拍照发在脸书或者Instagram上吗？不能发在KakaoTalk上吗？","Byeolcheonjihyangeosongeo, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",四千极好美食|상호,매장_혜택
0,고객,是南道山嘎庆娜餐厅吧？我只能拍照发布在Facebook或Instagram上吗？不能在KakaoTalk上发布吗？,"NamdosanggagunaeSikdang, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",南道山嘎庆娜餐厅|상호,매장_혜택
0,고객,是RaCourseTeSportsSinsegyebaekhwajeomdaegujeom，对吗？我只应该拍这个活动的照片在Facebook或Instagram上发布吗？不能用KakaoTalk发布吗？,"RaCourseTeSportsSinsegyebaekhwajeomdaegujeom, 이벤트, 사진, 페이스북, 인스타, 카카오스토리",RaCourseTeSportsSinsegyebaekhwajeomdaegujeom|상호,매장_혜택
